image_path,label,caption
ball_116.jpg,Label.BALL,A dog and a goat chase two kids playing soccer .
ball_068.jpg,Label.BALL,A dog gets ready to catch a yellow ball while standing in the sand .
ball_111.jpg,Label.BALL,A dog runs for a ball thrown by a small boy .
ball_101.jpg,Label.BALL,A man in a black cap and shirt smiling while holding a white grey and black rectangular object .
ball_073.jpg,Label.BALL,A dog attempting to chew on a red ball .
ball_147.jpg,Label.BALL,"A bunch of football players , and a crowd ."
ball_144.jpg,Label.BALL,A group of football players running down the field .
ball_005.jpg,Label.BALL,Girls wearing sports uniforms and eye protection .
ball_090.jpg,Label.BALL,A little girl dances in a room with balloons on the floor .
ball_058.jpg,Label.BALL,A brown dog and two white dogs are bounding after a ball .
ball_089.jpg,Label.BALL,A girl is buried under several playground balls .
ball_055.jpg,Label.BALL,A black and white dog is playing with a ball on a lawn .
ball_014.jpg,Label.BALL,A boy hits a baseball with the bat .
ball_110.jpg,Label.BALL,Three dogs are running side by side on the grass .
ball_133.jpg,Label.BALL,A football player is trying to tackle another one .
ball_023.jpg,Label.BALL,A brown dog catching a ball in silhouette .
ball_065.jpg,Label.BALL,A woman is climbing a volleyball net on a beach as two others watch .
ball_082.jpg,Label.BALL,A black and brown dog is running out of the surf .
ball_132.jpg,Label.BALL,a football player in a red jersey getting his knee looked at by another man
ball_129.jpg,Label.BALL,A coach talks to a football player during a timeout .
ball_112.jpg,Label.BALL,"A crowd of people is standing around a red , white and blue hot air balloon as it is readied to launch into the blue sky ."
ball_052.jpg,Label.BALL,A man wearing a black hat and coat makes a face with a crowd behind him .
ball_149.jpg,Label.BALL,"A football player runs with a ball , chased by the opposing team ."
ball_050.jpg,Label.BALL,"A brown dog is laying on his side on a beige carpet , with a green object in the foreground ."
ball_029.jpg,Label.BALL,A brown dog is jumping after a tennis ball .
ball_011.jpg,Label.BALL,A female softball player making a pitch .
ball_109.jpg,Label.BALL,Boy in a black and white soccer uniform kicking the ball with other players nearby .
ball_020.jpg,Label.BALL,Boys kicking soccer ball in the grass under a tree
ball_071.jpg,Label.BALL,A young girl in a green shirt is running in a gym .
ball_114.jpg,Label.BALL,A brown dog holding a foam bat aiming for a ball .
ball_040.jpg,Label.BALL,A group of boys play flag football while some bystanders watch .
ball_012.jpg,Label.BALL,A boy with a green balloon is standing outside of a large building .
ball_030.jpg,Label.BALL,A blond boy with a navy blue uniform kicks a soccer ball in an open field .
ball_077.jpg,Label.BALL,An elderly woman in burgundy scratches her face as she observes a young man in a blue jacket and white baseball cap .
ball_117.jpg,Label.BALL,A furocious female tennis player about to hit a tennis ball in the air .
ball_083.jpg,Label.BALL,A fox terrier leaps after a ball .
ball_107.jpg,Label.BALL,A child plays T-ball .
ball_106.jpg,Label.BALL,A little boy kicks a soccer ball in the park .
ball_061.jpg,Label.BALL,A black dog is leaping from a cylindrical hay bale .
ball_120.jpg,Label.BALL,A football player dodges a tackle from his opponent .
ball_146.jpg,Label.BALL,A football player clutches the ball while running down the field .
ball_080.jpg,Label.BALL,Two big dogs play in the snow under a tree .
ball_045.jpg,Label.BALL,A brown and white dog holds a tennis ball in his mouth .
ball_087.jpg,Label.BALL,A boy with red shorts is holding a basketball in a basketball court .
ball_142.jpg,Label.BALL,A football player is in action among other players .
ball_070.jpg,Label.BALL,A group of dogs run down a dry field .
ball_056.jpg,Label.BALL,a boy and a girl bouncing on a ball
ball_081.jpg,Label.BALL,A child holds a football and runs from other children .
ball_084.jpg,Label.BALL,A laughing boy lies on a pit of blue balls .
ball_015.jpg,Label.BALL,A little boy points to the face of another little boy in base in a baseball game .
ball_049.jpg,Label.BALL,A goalie tries to catch a ball during a soccer game .
ball_031.jpg,Label.BALL,Several children playing in a ball pit .
ball_137.jpg,Label.BALL,A horse mascot gives high fives to some football fans .
dog_040.jpg,Label.DOG,A man in a red shirt and glasses is bending down towards a small dog on a blanket with several stuffed animals .
dog_008.jpg,Label.DOG,A dog prepares to catch a thrown object in a field with nearby cars .
dog_016.jpg,Label.DOG,A light-colored dog runs on the beach .
dog_141.jpg,Label.DOG,A dog is running in a field .
dog_140.jpg,Label.DOG,A brown dog brings up some dust as he runs around a field .
dog_033.jpg,Label.DOG,A black and white dog is running through the field .
dog_050.jpg,Label.DOG,A brown dog jumping in the air on a brown plain .
dog_026.jpg,Label.DOG,A blond dog and a black and white dog run in a dirt field .
dog_070.jpg,Label.DOG,A brown dog is sitting in some long grass .
dog_135.jpg,Label.DOG,A dog with mud stuck on his underside is running on grass .
dog_019.jpg,Label.DOG,A black and white dog catches a toy in midair .
dog_052.jpg,Label.DOG,A dog in a number six jersey is running through a field .
dog_024.jpg,Label.DOG,A brown dog plays in a deep pile of snow .
dog_101.jpg,Label.DOG,"One dog shaking the water off , getting a second dog wet"
dog_062.jpg,Label.DOG,A big brown dog is jumping in the water and has his mouth wide open .
dog_031.jpg,Label.DOG,A brown dog is running in the sand .
dog_089.jpg,Label.DOG,People stand in corridor looking from balcony as another person walks dog
dog_115.jpg,Label.DOG,A big black dog chases a big brown dog with a green object in his mouth while another big brown dog tags behind .
dog_055.jpg,Label.DOG,A girl in a white shirt is sitting on a park bench with a dog next to her .
dog_086.jpg,Label.DOG,A black dog is running in the grass .
dog_109.jpg,Label.DOG,A man plays Frisbee with his dog .
dog_067.jpg,Label.DOG,A black dog carries an orange tennis ball in his mouth as he swims .
dog_069.jpg,Label.DOG,dogs running on a cold but sunny morning
dog_009.jpg,Label.DOG,a black and white dog jumping in the air to get a toy .
dog_028.jpg,Label.DOG,a black dog jumping to catch a rope toy
dog_004.jpg,Label.DOG,"A dog shakes its head near the shore , a red ball next to it ."
dog_037.jpg,Label.DOG,A black dog runs into the ocean next to a pile of seaweed .
dog_043.jpg,Label.DOG,a brown dog jumping into a pool after a bloe ball .
dog_036.jpg,Label.DOG,Two brown dogs are creating large splashes as they run in a river .
dog_074.jpg,Label.DOG,A brown dog is bending down trying to drink from a jet of water .
dog_061.jpg,Label.DOG,A black and a white dog on the snow .
dog_117.jpg,Label.DOG,A black dog is swimming in green water with something in its mouth .
dog_118.jpg,Label.DOG,A brown dog runs through the grass holding something in its mouth .
dog_065.jpg,Label.DOG,A woman crouches down next to her terrier dog to smile at a little girl sitting on the sidewalk .
dog_126.jpg,Label.DOG,a few different colored dogs jumping around in the grass behind a house
dog_149.jpg,Label.DOG,a brown dog is jumping up at a woman who is wearing a brown skirt .
dog_100.jpg,Label.DOG,A dog is running along a beach on a sunny day .
dog_130.jpg,Label.DOG,A brown and white dog is standing in the river by the bank .
dog_039.jpg,Label.DOG,A grey dog beside a black and white dog running in green grass .
dog_054.jpg,Label.DOG,A cat under the bench hissing with a dog growling and trying to get it .
dog_066.jpg,Label.DOG,The two dogs are running through a field of flowers .
dog_032.jpg,Label.DOG,A little tan dog with large ears running through the grass .
dog_047.jpg,Label.DOG,A dog jumping into a swimming pool .
dog_013.jpg,Label.DOG,A black dog and a brown dog are jumping up to catch a red toy .
dog_092.jpg,Label.DOG,A brown dog laying on a blue cover .
dog_138.jpg,Label.DOG,A dog is jumping into the water .
dog_027.jpg,Label.DOG,A black and white dog drinking water from a water spray .
dog_104.jpg,Label.DOG,A dog on two legs with its mouth opened toward a blue ball in the air .
dog_005.jpg,Label.DOG,A black dog leaps over a log .
dog_133.jpg,Label.DOG,A black dog runs on green grass with its mouth open .
dog_042.jpg,Label.DOG,A big dog catches a ball on his nose
dog_106.jpg,Label.DOG,A wet white dog is splashing in the water with a stick in its mouth .
dog_053.jpg,Label.DOG,A black and brown dog is laying on a white shaggy carpet .
dog_076.jpg,Label.DOG,A black and white dog jumping into a pool after tennis balls .
dog_029.jpg,Label.DOG,A black and white Border Collie catches a Frisbee in front of an audience .
dog_147.jpg,Label.DOG,A large orange dog and a little orange dog with another third dog in the grass .
dog_084.jpg,Label.DOG,A dog runs through the forest with something in its mouth .
dog_125.jpg,Label.DOG,A brown and white dog is running through woodland .
dog_023.jpg,Label.DOG,a brown dog running down a paved pathway
dog_063.jpg,Label.DOG,a brown dog is leaping into a garden swimming pool .
dog_003.jpg,Label.DOG,A black and white dog is running in a grassy garden surrounded by a white fence .
dog_049.jpg,Label.DOG,A black dog and a brown dog playing in tall weeds .
dog_025.jpg,Label.DOG,A Corgi runs out of a tunnel .
dog_127.jpg,Label.DOG,A man and a dog sit on a bench near a body of water .
dog_146.jpg,Label.DOG,a couple dogs in and around a small lake of water near a highway
dog_006.jpg,Label.DOG,A brown and white dog is running through the snow .
dog_087.jpg,Label.DOG,A black dog retrieves a cloth from a streambed .
dog_077.jpg,Label.DOG,A brown dog on a leash runs through the white water .
dog_128.jpg,Label.DOG,A dog is trotting through a shallow stream
dog_038.jpg,Label.DOG,A brown and white dog stands outside while it snows .
dog_112.jpg,Label.DOG,A black puppy is biting a tree limb .
dog_107.jpg,Label.DOG,A black and white dog is jumping up to catch a toy as another dog watches .
dog_073.jpg,Label.DOG,A puppy plays with an adult dog in the snow .
dog_056.jpg,Label.DOG,A black and white dog carrying a large stick
dog_124.jpg,Label.DOG,A little black dog is running beside a large brown and white dog with a large rope in its mouth .
dog_145.jpg,Label.DOG,A little white dog begs .
dog_113.jpg,Label.DOG,A Jack Russell Terrier is measured for distance jumping as he tries to catch a Frisbee .
dog_088.jpg,Label.DOG,Three dogs looking at a cement ledge .
dog_111.jpg,Label.DOG,A black and white dog climbs a leaning tree trunk .
dog_046.jpg,Label.DOG,A big tan dog runs on grass with a big stick in his mouth .
dog_144.jpg,Label.DOG,A dog chewing a blue rope while two men watch from behind .
dog_022.jpg,Label.DOG,A closeup of a white dog that is laying its head on its paws .
dog_068.jpg,Label.DOG,A black and grey dog runs in a field with its tongue hanging out .
dog_014.jpg,Label.DOG,A woman crouches near three dogs in a field .
dog_122.jpg,Label.DOG,Two brownish dogs are fighting .
dog_085.jpg,Label.DOG,a dog in a red jacket is running on the grass .
dog_095.jpg,Label.DOG,A dog waits as his owner rummages through a collection of stuff .
dog_078.jpg,Label.DOG,A man and a dog stand on a hill overlooking water .
dog_020.jpg,Label.DOG,A man in a brown shirt and dark shorts plays on the beach with his two black dogs .
dog_094.jpg,Label.DOG,A black dog carrying an object out of the water .
dog_080.jpg,Label.DOG,A black and a white dog are running on the grass .
dog_001.jpg,Label.DOG,A black dog and a spotted dog are fighting
dog_150.jpg,Label.DOG,A dog in a field .
dog_121.jpg,Label.DOG,A man and his dog in the mountains .
dog_081.jpg,Label.DOG,A fluffy white dog is coming out of a blue striped obstacle shute .
dog_012.jpg,Label.DOG,A black dog carries a green toy in his mouth as he walks through the grass .
dog_011.jpg,Label.DOG,Two different breeds of brown and white dogs play on the beach .
dog_093.jpg,Label.DOG,A brown dog and two black dogs in an overgrown grassy field .
dog_148.jpg,Label.DOG,A brown and black dog playing in the snow .
dog_119.jpg,Label.DOG,"A black dog is jumping up , biting a man 's padded arm ."
dog_002.jpg,Label.DOG,A man lays on a bench while his dog sits by him .
dog_139.jpg,Label.DOG,A grey colored dog walks in wet sand at a beach .
dog_048.jpg,Label.DOG,Dogs fight in grass over toy .
dog_091.jpg,Label.DOG,"A man , a gun , and a dog ."
dog_041.jpg,Label.DOG,A big brown dog plays with a smaller grey dog on the grass .
dog_079.jpg,Label.DOG,A black and white dog jumping into a pool .
dog_116.jpg,Label.DOG,A large white dog growling at a large black dog .
dog_098.jpg,Label.DOG,a dog trots through the grass .
dog_129.jpg,Label.DOG,A black and white dog runs around a farm animal inside a fenced yard .
dog_137.jpg,Label.DOG,A black dog is running through the shallow edge of a large body of water .
dog_143.jpg,Label.DOG,A grey and white dog is biting the ear of a white and brown dog .
dog_007.jpg,Label.DOG,A brown dog chases the water from a sprinkler on a lawn .
dog_017.jpg,Label.DOG,A black and white dog is attempting to catch a yellow and purple object in a low cut yard .
dog_044.jpg,Label.DOG,A brown dog running through the grass and flowers .
dog_015.jpg,Label.DOG,A brown dog is running after a black dog on a rocky shore .
dog_136.jpg,Label.DOG,A dog is running with a yellow tennis ball and wearing a red harness .
dog_114.jpg,Label.DOG,A brown dog and a tan dog are playing in tall grass .
dog_131.jpg,Label.DOG,A dog trying to catch a ball .
dog_030.jpg,Label.DOG,A black dog is jumping over a log along a beach .
dog_021.jpg,Label.DOG,"A bulldog , a sheep dog , and a boxer standing in a yard ."
dog_072.jpg,Label.DOG,A black and white dog is running in the grass .
dog_051.jpg,Label.DOG,A brown dog biting a gray dogs ear .
dog_018.jpg,Label.DOG,A white and black dog and a brown dog in sandy terrain .
dog_103.jpg,Label.DOG,Two big German Shephard dogs play in the water .
dog_082.jpg,Label.DOG,A girl carries a lot through the grass .
dog_010.jpg,Label.DOG,A black dog running in the surf .
dog_132.jpg,Label.DOG,A black dog plays with another animal .
dog_108.jpg,Label.DOG,The two dogs are in the water retrieving a stick .
dog_090.jpg,Label.DOG,A dog jumping in the air to retrieve a stick from a man .
dog_142.jpg,Label.DOG,A big hound dog walking on a log in the woods .
dog_123.jpg,Label.DOG,A black dog is running in the water .
dog_096.jpg,Label.DOG,A brown dog carrying a black object .
dog_034.jpg,Label.DOG,A brown and white and a black and white dog hauling in a floating toy from the ocean .
dog_105.jpg,Label.DOG,A white dog and a black dog in a field .
dog_059.jpg,Label.DOG,A group of dogs pull a person on a dog sled up a hill .
dog_075.jpg,Label.DOG,A dog in midair cathing the red ball .
dog_045.jpg,Label.DOG,A small brown and black dog
dog_134.jpg,Label.DOG,"A brown , black , and tan dog run in the ocean ."
dog_102.jpg,Label.DOG,A black and white dog jumps over a pole while splashing water around .
dog_060.jpg,Label.DOG,A snow dog in a red harness .
dog_071.jpg,Label.DOG,A brown dog stands in a lush field with the stunning clouds and mountains behind it .
dog_064.jpg,Label.DOG,A dog jumps for a red ball on the grass .
dog_058.jpg,Label.DOG,A black and tan dog in the snow
dog_120.jpg,Label.DOG,A big tan dog lays on the ground looking to the side .
dog_110.jpg,Label.DOG,A black and tan dog plays with a centipede toy .
dog_099.jpg,Label.DOG,A black dog in front of a white dog walking on a path in a forest .
dog_083.jpg,Label.DOG,"A big , black dog runs through the water , near the shore ."
dog_097.jpg,Label.DOG,A brown dog chases a blond one in the grass .
dog_035.jpg,Label.DOG,A brown dog is running through neck-deep water carrying a tennis ball .
dog_057.jpg,Label.DOG,A black dog runs after another black dog who is carrying a ball .
bike_134.jpg,Label.BIKE,A biker patiently waits as his friend bikes ahead of him .
bike_062.jpg,Label.BIKE,A little boy with a blue shirt is wearing a helmet and riding a two wheeled bike .
bike_042.jpg,Label.BIKE,The two girls ride together on the bicycle while sightseeing .
bike_114.jpg,Label.BIKE,A guy performing a bicycle jump trick for an audience .
bike_123.jpg,Label.BIKE,A biker rides on a dirt road .
bike_088.jpg,Label.BIKE,A man on a bicycle jumping off a dirt ramp with one foot on the ground
bike_031.jpg,Label.BIKE,A bicyclist dressed in all black in traffic .
bike_033.jpg,Label.BIKE,A man in a beret rides a bicycle down the street .
bike_147.jpg,Label.BIKE,A boy wearing full riding gear is riding his bike down a paved road .
bike_080.jpg,Label.BIKE,A motorcycle racer is riding a black motorcycle .
bike_036.jpg,Label.BIKE,A man on a bicycle riding on the beach .
bike_041.jpg,Label.BIKE,A bearded man wearing a bandanna is pointing his finger whilst riding a bicycle .
bike_072.jpg,Label.BIKE,A boy on a bicycle rides the ledge of water fountain while another boy is in the fountain .
bike_103.jpg,Label.BIKE,A man on a motorized bike rides across a dirt road .
bike_100.jpg,Label.BIKE,A boy in a blue shirt and white helmet is riding a white bike .
bike_078.jpg,Label.BIKE,A bike rider is doing a stunt on a bicycle over a forest .
bike_032.jpg,Label.BIKE,A woman in a pink hat and a navy blue coat riding a bicycle .
bike_131.jpg,Label.BIKE,A BMX biker performing a wall-ride on a ramp .
bike_112.jpg,Label.BIKE,A biker does a trick on a ramp .
bike_061.jpg,Label.BIKE,A couple ride bikes next to an orange fence by the ocean .
bike_024.jpg,Label.BIKE,A group of people ride bikes while holding onto large trash bags .
bike_038.jpg,Label.BIKE,A man in a red jacket holds his bike for the picture .
bike_084.jpg,Label.BIKE,"A bike rider jumping off his bike , doing a trick"
bike_115.jpg,Label.BIKE,A cyclist wearing blue and yellow riding past trees .
bike_018.jpg,Label.BIKE,A black and white dog lies on the ground next to a little girl on a red bicycle in the woods .
bike_110.jpg,Label.BIKE,A biker jumping extremely high .
bike_135.jpg,Label.BIKE,A person on a bike jumping over a bench in the park .
bike_102.jpg,Label.BIKE,A brindle pitbull holds a dirt bike tire in its mouth .
bike_086.jpg,Label.BIKE,A boy on his bike stops and looks back at the cameraman .
bike_148.jpg,Label.BIKE,A biker is riding along a track element located with a wooded area .
bike_057.jpg,Label.BIKE,A man on a motorcycle going around a corner .
bike_016.jpg,Label.BIKE,A motorcycle racer leans his bike .
bike_099.jpg,Label.BIKE,A biker rides a motorcycle on a racetrack
bike_132.jpg,Label.BIKE,A bicycle gets airborne .
bike_009.jpg,Label.BIKE,A man in a red biker suit on a red dirt bike going down a muddy road .
bike_117.jpg,Label.BIKE,A man riding a three wheeled vehicle topples over .
bike_055.jpg,Label.BIKE,a couple riding a bike
bike_001.jpg,Label.BIKE,A child with a helmet on his head rides a bike .
bike_093.jpg,Label.BIKE,A man on a motorcycle riding on his back tire .
bike_073.jpg,Label.BIKE,A man in sunglasses is writing on a pad with his bike leaned up against him .
bike_017.jpg,Label.BIKE,A girl in a pink shirt is riding a bicycle in traffic .
bike_070.jpg,Label.BIKE,"A female on a bike is wearing black wings , and a metal halo , while others walk by ."
bike_113.jpg,Label.BIKE,A bike racer hold up a hand while riding a motorcycle .
bike_119.jpg,Label.BIKE,a dirt biker turns across the dirt .
bike_098.jpg,Label.BIKE,A cyclist is performing a jump by some trees .
bike_124.jpg,Label.BIKE,A person is standing near a row of identical red and white bicycles .
bike_056.jpg,Label.BIKE,A group of motorcycles wearing black .
bike_146.jpg,Label.BIKE,A group of cyclists race uphill on foot with their bikes on their shoulders .
bike_063.jpg,Label.BIKE,a boy falls off his red bike .
bike_066.jpg,Label.BIKE,A boy mountain bikes down a trail .
bike_094.jpg,Label.BIKE,A girl in a pink bicycle rides in front of a restaraunt .
bike_095.jpg,Label.BIKE,A man on a bicycle rides on a mountain .
bike_035.jpg,Label.BIKE,"A person in a blue jacket , wearing a bicycle helmet is riding a bike"
bike_052.jpg,Label.BIKE,"Five young people on the street , two sharing a bicycle ."
bike_069.jpg,Label.BIKE,Two ladies are wearing nothing except body paint and riding on bicycles in a street fair .
bike_002.jpg,Label.BIKE,A cyclist is riding a bicycle on a curved road up a hill .
bike_039.jpg,Label.BIKE,A cyclist wearing a red helmet is riding on the pavement .
bike_064.jpg,Label.BIKE,A girl making a sad face standing in front of her tricycle
bike_022.jpg,Label.BIKE,A fluffy white dog on a leash with its owner riding a bike .
bike_034.jpg,Label.BIKE,A group of people in protective gear .
bike_060.jpg,Label.BIKE,A cyclist is performing a jump next to a black advertising banner .
bike_089.jpg,Label.BIKE,A green motorcycle is being ridden on a wet racetrack .
bike_141.jpg,Label.BIKE,A group of bicyclists racing .
bike_136.jpg,Label.BIKE,A girl riding a scooter near the beach .
bike_144.jpg,Label.BIKE,A bicyclist is jumping a horizontal wooden structure with countryside in front of him .
bike_048.jpg,Label.BIKE,A man rides a bike on a dirt path .
bike_085.jpg,Label.BIKE,A small child on riding toy and a larger child on a small bicycle with training wheels .
bike_027.jpg,Label.BIKE,Adults and children stand and play in front of steps near a wooded area .
bike_074.jpg,Label.BIKE,A man in a black and white uniform stands on a motorbike doing a stunt .
bike_010.jpg,Label.BIKE,a biker enjoys a coffee .
bike_046.jpg,Label.BIKE,a girl wearing a pink scarf and pink bellbottoms riding her bike outside .
bike_043.jpg,Label.BIKE,a long bicyclist wearing a white helmet riding down a mountain path
bike_150.jpg,Label.BIKE,A man in a yellow helmet is walking with a yellow bicycle near a group a of protesters .
bike_012.jpg,Label.BIKE,A helmeted man jumping off a rock on a mountain bike .
bike_037.jpg,Label.BIKE,A bike sits atop a rise with mountains in the background .
bike_143.jpg,Label.BIKE,A dirt bike rider catches some air going off a large hill
bike_104.jpg,Label.BIKE,A bicycler is riding a bike at a racing event .
bike_005.jpg,Label.BIKE,A bicycle rider is crossing a street .
bike_118.jpg,Label.BIKE,A man on a bicycle in the city .
bike_091.jpg,Label.BIKE,A bicyclist with a green shirt rides through the woods
bike_075.jpg,Label.BIKE,A girl in a pink dress rides her bike along a white picket fence .
bike_083.jpg,Label.BIKE,A man in a dress suit is riding a bike down the paved road .
bike_142.jpg,Label.BIKE,A clown with a big hat riding a bicycle .
bike_068.jpg,Label.BIKE,A child with a yellow shirt riding a yellow bike in a city .
bike_111.jpg,Label.BIKE,A bicycle stunt jump is being perforced in a city .
bike_129.jpg,Label.BIKE,a dirt biker stands in the sunset .
bike_137.jpg,Label.BIKE,A bicycler jumping over a barrier with his bike .
